frame,team,id,x,y
2725,home,7,-12.8,-9.8
2725,home,8,-10.6,4.2
2725,home,9,-8.3,18.8
2725,home,10,11.1,-9.0
2725,home,11,10.9,12.7
2725,away,1,48.1,2.7
2725,away,2,29.8,-19.2
2725,away,3,27.7,-6.6
2725,away,4,26.8,7.1
2725,away,5,27.5,19.4
2725,away,6,9.6,-22.9
2725,away,7,11.9,-8.5
2725,away,8,13.5,7.7
2725,away,9,13.6,22.5
2725,away,10,-5.9,12.9
2725,away,11,-8.3,-8.3
2726,ball,0,-3.2,-26.6
2726,home,1,-42.8,-0.8
2726,home,2,-27.0,-20.6
2726,home,3,-28.7,-5.1
2726,home,4,-31.1,10.7
2726,home,5,-33.1,23.0
2726,home,6,-13.7,-21.2
2726,home,7,-12.7,-9.8
2726,home,8,-10.5,4.2
2726,home,9,-8.2,18.8
2726,home,10,11.2,-8.9
2726,home,11,11.0,12.7
2726,away,1,48.0,2.7
2726,away,2,29.6,-19.2
2726,away,3,27.5,-6.7
2726,away,4,26.7,7.1
2726,away,5,27.5,19.4
2726,away,6,9.6,-22.9
2726,away,7,11.9,-8.5
2726,away,8,13.5,7.7
2726,away,9,13.5,22.6
2726,away,10,-6.1,12.9
2726,away,11,-8.4,-8.4
2727,ball,0,-3.3,-26.8
2727,home,1,-42.7,-0.8
2727,home,2,-27.0,-20.6
2727,home,3,-28.7,-5.1
2727,home,4,-31.1,10.7
2727,home,5,-33.0,23.0
2727,home,6,-13.6,-21.3
2727,home,7,-12.5,-9.8
2727,home,8,-10.3,4.2
2727,home,9,-8.0,18.9
2727,home,10,11.3,-8.9
2727,home,11,11.0,12.7
2727,away,1,47.8,2.8
2727,away,2,29.5,-19.2
2727,away,3,27.4,-6.7
2727,away,4,26.6,7.0
2727,away,5,27.5,19.3
2727,away,6,9.6,-22.9
2727,away,7,11.9,-8.4
2727,away,8,13.4,7.8
2727,away,9,13.4,22.6
2727,away,10,-6.2,12.9
2727,away,11,-8.6,-8.4
2728,ball,0,-3.4,-27.0
2728,home,1,-42.6,-0.7
2728,home,2,-27.0,-20.5
2728,home,3,-28.7,-5.1
2728,home,4,-31.1,10.6
2728,home,5,-33.0,22.9
2728,home,6,-13.5,-21.3
2728,home,7,-12.4,-9.8
2728,home,8,-10.2,4.3
2728,home,9,-7.9,18.9
2728,home,10,11.4,-8.8
2728,home,11,11.0,12.8
2728,away,1,47.7,2.8
2728,away,2,29.3,-19.2
2728,away,3,27.3,-6.8
2728,away,4,26.6,7.0
2728,away,5,27.5,19.3
2728,away,6,9.6,-22.8
2728,away,7,11.9,-8.4
2728,away,8,13.4,7.9
2728,away,9,13.3,22.6
2728,away,10,-6.3,12.9
2728,away,11,-8.7,-8.5
2729,ball,0,-3.5,-27.2
2729,home,1,-42.6,-0.7
2729,home,2,-26.9,-20.5
2729,home,3,-28.7,-5.1
2729,home,4,-31.1,10.6
2729,home,5,-33.0,22.9
2729,home,6,-13.4,-21.4
2729,home,7,-12.3,-9.8
2729,home,8,-10.0,4.3
2729,home,9,-7.8,19.0
2729,home,10,11.5,-8.8
2729,home,11,11.0,12.8
2729,away,1,47.6,2.8
2729,away,2,29.2,-19.2
2729,away,3,27.2,-6.8
2729,away,4,26.5,6.9
2729,away,5,27.5,19.3
2729,away,6,9.6,-22.8
2729,away,7,11.9,-8.3
2729,away,8,13.4,7.9
2729,away,9,13.2,22.6
2729,away,10,-6.5,12.9
2729,away,11,-8.9,-8.5
2730,ball,0,-3.6,-27.4
2730,home,1,-42.5,-0.6
2730,home,2,-26.9,-20.4
2730,home,3,-28.7,-5.1
2730,home,4,-31.1,10.6
2730,home,5,-33.0,22.8
2730,home,6,-13.4,-21.4
2730,home,7,-12.1,-9.9
2730,home,8,-9.9,4.3
2730,home,9,-7.6,19.0
2730,home,10,11.5,-8.7
2730,home,11,11.1,12.8
2730,away,1,47.4,2.8
2730,away,2,29.0,-19.3
2730,away,3,27.1,-6.9
2730,away,4,26.4,6.9
2730,away,5,27.4,19.2
2730,away,6,9.6,-22.8
2730,away,7,11.9,-8.3
2730,away,8,13.3,8.0
2730,away,9,13.1,22.7
2730,away,10,-6.6,12.9
2730,away,11,-9.0,-8.6
2731,ball,0,-3.7,-27.6
2731,home,1,-42.4,-0.6
2731,home,2,-26.9,-20.3
2731,home,3,-28.8,-5.1
2731,home,4,-31.2,10.6
2731,home,5,-32.9,22.7
2731,home,6,-13.3,-21.5
2731,home,7,-12.0,-9.9
2731,home,8,-9.7,4.4
2731,home,9,-7.5,19.1
2731,home,10,11.6,-8.7
2731,home,11,11.1,12.8
2731,away,1,47.3,2.8
2731,away,2,28.9,-19.3
2731,away,3,26.9,-6.9
2731,away,4,26.4,6.8
2731,away,5,27.4,19.2
2731,away,6,9.6,-22.8
2731,away,7,11.9,-8.2
2731,away,8,13.3,8.0
2731,away,9,13.0,22.7
2731,away,10,-6.8,12.8
2731,away,11,-9.2,-8.6
2732,ball,0,-3.8,-27.8
2732,home,1,-42.3,-0.5
2732,home,2,-26.8,-20.3
2732,home,3,-28.8,-5.1
2732,home,4,-31.2,10.5
2732,home,5,-32.9,22.7
2732,home,6,-13.2,-21.5
2732,home,7,-11.9,-9.9
2732,home,8,-9.6,4.4
2732,home,9,-7.4,19.1
2732,home,10,11.7,-8.6
2732,home,11,11.1,12.8
2732,away,1,47.1,2.9
2732,away,2,28.7,-19.3
2732,away,3,26.8,-7.0
2732,away,4,26.3,6.7
2732,away,5,27.4,19.2
2732,away,6,9.6,-22.8
2732,away,7,11.9,-8.2
2732,away,8,13.2,8.1
2732,away,9,12.9,22.7
2732,away,10,-6.9,12.8
2732,away,11,-9.3,-8.7
2733,ball,0,-4.0,-28.0
2733,home,1,-42.2,-0.4
2733,home,2,-26.8,-20.3
2733,home,3,-28.8,-5.0
2733,home,4,-31.2,10.5
2733,home,5,-32.9,22.6
2733,home,6,-13.1,-21.6
2733,home,7,-11.7,-9.9
2733,home,8,-9.4,4.4
2733,home,9,-7.2,19.2
2733,home,10,11.8,-8.6
2733,home,11,11.1,12.9
2733,away,1,47.0,2.9
2733,away,2,28.6,-19.3
2733,away,3,26.7,-7.1
2733,away,4,26.3,6.7
2733,away,5,27.4,19.2
2733,away,6,9.7,-22.7
2733,away,7,11.9,-8.1
2733,away,8,13.2,8.1
2733,away,9,12.8,22.7
2733,away,10,-7.1,12.8
2733,away,11,-9.5,-8.7
2734,ball,0,-4.1,-28.1
2734,home,1,-42.2,-0.4
2734,home,2,-26.8,-20.2
2734,home,3,-28.8,-5.0
2734,home,4,-31.2,10.5
2734,home,5,-32.8,22.6
2734,home,6,-13.0,-21.6
2734,home,7,-11.6,-9.9
2734,home,8,-9.3,4.4
2734,home,9,-7.1,19.3
2734,home,10,11.8,-8.5
2734,home,11,11.2,12.9
2734,away,1,46.8,2.9
2734,away,2,28.4,-19.4
2734,away,3,26.6,-7.1
2734,away,4,26.2,6.6
2734,away,5,27.4,19.2
2734,away,6,9.7,-22.7
2734,away,7,11.9,-8.1
2734,away,8,13.1,8.2
2734,away,9,12.7,22.8
2734,away,10,-7.2,12.8
2734,away,11,-9.6,-8.8
2735,ball,0,-4.2,-28.3
2735,home,1,-42.1,-0.3
2735,home,2,-26.8,-20.2
2735,home,3,-28.8,-5.0
2735,home,4,-31.2,10.4
2735,home,5,-32.8,22.5
2735,home,6,-12.9,-21.7
2735,home,7,-11.5,-9.9
2735,home,8,-9.1,4.5
2735,home,9,-7.0,19.3
2735,home,10,11.9,-8.5
2735,home,11,11.2,12.9
2735,away,1,46.7,2.9
2735,away,2,28.3,-19.4
2735,away,3,26.5,-7.2
2735,away,4,26.2,6.6
2735,away,5,27.4,19.1
2735,away,6,9.7,-22.7
2735,away,7,11.9,-8.0
2735,away,8,13.0,8.2
2735,away,9,12.5,22.8
2735,away,10,-7.4,12.8
2735,away,11,-9.7,-8.8
2736,ball,0,-4.3,-28.4
2736,home,1,-42.0,-0.3
2736,home,2,-26.8,-20.1
2736,home,3,-28.8,-5.0
2736,home,4,-31.2,10.4
2736,home,5,-32.8,22.4
2736,home,6,-12.8,-21.7
2736,home,7,-11.3,-10.0
2736,home,8,-9.0,4.5
2736,home,9,-6.9,19.4
2736,home,10,12.0,-8.4
2736,home,11,11.2,12.9
2736,away,1,46.6,2.9
2736,away,2,28.2,-19.4
2736,away,3,26.4,-7.2
2736,away,4,26.1,6.5
2736,away,5,27.4,19.1
2736,away,6,9.7,-22.7
2736,away,7,11.9,-7.9
2736,away,8,13.0,8.3
2736,away,9,12.4,22.8
2736,away,10,-7.5,12.7
2736,away,11,-9.9,-8.9
2737,ball,0,-4.4,-28.6
2737,home,1,-41.9,-0.2
2737,home,2,-26.7,-20.1
2737,home,3,-28.8,-5.0
2737,home,4,-31.2,10.4
2737,home,5,-32.7,22.4
2737,home,6,-12.7,-21.8
2737,home,7,-11.2,-10.0
2737,home,8,-8.8,4.5
2737,home,9,-6.8,19.4
2737,home,10,12.1,-8.4
2737,home,11,11.2,12.9
2737,away,1,46.4,2.9
2737,away,2,28.0,-19.5
2737,away,3,26.3,-7.3
2737,away,4,26.1,6.5
2737,away,5,27.4,19.1
2737,away,6,9.7,-22.6
2737,away,7,11.9,-7.9
2737,away,8,12.9,8.4
2737,away,9,12.3,22.8
2737,away,10,-7.6,12.7
2737,away,11,-10.0,-8.9
2738,ball,0,-4.5,-28.7
2738,home,1,-41.9,-0.1
2738,home,2,-26.7,-20.0
2738,home,3,-28.8,-5.0
2738,home,4,-31.2,10.3
2738,home,5,-32.7,22.3
2738,home,6,-12.6,-21.8
2738,home,7,-11.1,-10.0
2738,home,8,-8.7,4.6
2738,home,9,-6.6,19.5
2738,home,10,12.1,-8.3
2738,home,11,11.2,12.9
2738,away,1,46.3,2.9
2738,away,2,27.9,-19.5
2738,away,3,26.2,-7.3
2738,away,4,26.0,6.4
2738,away,5,27.4,19.1
2738,away,6,9.7,-22.6
2738,away,7,11.9,-7.8
2738,away,8,12.9,8.4
2738,away,9,12.2,22.9
2738,away,10,-7.8,12.7
2738,away,11,-10.2,-9.0
2739,ball,0,-4.6,-28.8
2739,home,1,-41.8,-0.1
2739,home,2,-26.7,-20.0
2739,home,3,-28.8,-5.0
2739,home,4,-31.2,10.3
2739,home,5,-32.6,22.3
2739,home,6,-12.5,-21.9
2739,home,7,-10.9,-10.0
2739,home,8,-8.5,4.6
2739,home,9,-6.5,19.5
2739,home,10,12.2,-8.3
2739,home,11,11.2,12.9
2739,away,1,46.1,3.0
2739,away,2,27.7,-19.5
2739,away,3,26.1,-7.4
2739,away,4,26.0,6.4
2739,away,5,27.4,19.1
2739,away,6,9.7,-22.6
2739,away,7,11.9,-7.8
2739,away,8,12.8,8.5
2739,away,9,12.1,22.9
2739,away,10,-7.9,12.7
2739,away,11,-10.3,-9.0
2740,ball,0,-4.7,-28.9
2740,home,1,-41.7,-0.0
2740,home,2,-26.7,-19.9
2740,home,3,-28.9,-5.0
2740,home,4,-31.2,10.2
2740,home,5,-32.6,22.2
2740,home,6,-12.4,-21.9
2740,home,7,-10.8,-10.0
2740,home,8,-8.4,4.6
2740,home,9,-6.4,19.6
2740,home,10,12.2,-8.2
2740,home,11,11.3,13.0
2740,away,1,46.0,3.0
2740,away,2,27.6,-19.6
2740,away,3,26.0,-7.5
2740,away,4,25.9,6.3
2740,away,5,27.4,19.1
2740,away,6,9.8,-22.5
2740,away,7,11.9,-7.7
2740,away,8,12.7,8.5
2740,away,9,12.0,22.9
2740,away,10,-8.1,12.6
2740,away,11,-10.5,-9.1
2741,ball,0,-4.8,-29.1
2741,home,1,-41.7,0.0
2741,home,2,-26.7,-19.9
2741,home,3,-28.9,-5.0
2741,home,4,-31.2,10.2
2741,home,5,-32.6,22.2
2741,home,6,-12.3,-22.0
2741,home,7,-10.6,-10.0
2741,home,8,-8.2,4.7
2741,home,9,-6.3,19.7
2741,home,10,12.3,-8.2
2741,home,11,11.3,13.0
2741,away,1,45.8,3.0
2741,away,2,27.5,-19.6
2741,away,3,25.9,-7.5
2741,away,4,25.9,6.3
2741,away,5,27.4,19.1
2741,away,6,9.8,-22.5
2741,away,7,11.9,-7.7
2741,away,8,12.7,8.6
2741,away,9,11.9,22.9
2741,away,10,-8.2,12.6
2741,away,11,-10.6,-9.2
2742,ball,0,-4.9,-29.2
2742,home,1,-41.6,0.1
2742,home,2,-26.7,-19.8
2742,home,3,-28.9,-5.0
2742,home,4,-31.2,10.2
2742,home,5,-32.5,22.1
2742,home,6,-12.2,-22.0
2742,home,7,-10.5,-10.0
2742,home,8,-8.1,4.7
2742,home,9,-6.2,19.7
2742,home,10,12.4,-8.1
2742,home,11,11.3,13.0
2742,away,1,45.7,3.0
2742,away,2,27.3,-19.6
2742,away,3,25.8,-7.6
2742,away,4,25.8,6.2
2742,away,5,27.4,19.0
2742,away,6,9.8,-22.5
2742,away,7,11.8,-7.6
2742,away,8,12.6,8.6
2742,away,9,11.7,22.9
2742,away,10,-8.4,12.6
2742,away,11,-10.7,-9.2
2743,ball,0,-5.0,-29.3
2743,home,1,-41.6,0.1
2743,home,2,-26.7,-19.8
2743,home,3,-28.9,-5.0
2743,home,4,-31.2,10.1
2743,home,5,-32.5,22.0
2743,home,6,-12.1,-22.1
2743,home,7,-10.3,-10.0
2743,home,8,-8.0,4.8
2743,home,9,-6.1,19.8
2743,home,10,12.4,-8.1
2743,home,11,11.3,13.0
2743,away,1,45.5,3.0
2743,away,2,27.2,-19.7
2743,away,3,25.7,-7.6
2743,away,4,25.8,6.2
2743,away,5,27.4,19.0
2743,away,6,9.8,-22.4
2743,away,7,11.8,-7.5
2743,away,8,12.5,8.7
2743,away,9,11.6,22.9
2743,away,10,-8.5,12.5
2743,away,11,-10.9,-9.3
2744,ball,0,-5.1,-29.4
2744,home,1,-41.5,0.2
2744,home,2,-26.7,-19.8
2744,home,3,-28.9,-5.0
2744,home,4,-31.2,10.1
2744,home,5,-32.4,22.0
2744,home,6,-12.0,-22.1
2744,home,7,-10.2,-10.0
2744,home,8,-7.8,4.8
2744,home,9,-6.0,19.8
2744,home,10,12.5,-8.0
2744,home,11,11.3,13.0
2744,away,1,45.4,3.0
2744,away,2,27.1,-19.7
2744,away,3,25.6,-7.7
2744,away,4,25.8,6.1
2744,away,5,27.4,19.0
2744,away,6,9.8,-22.4
2744,away,7,11.8,-7.5
2744,away,8,12.5,8.7
2744,away,9,11.5,22.9
2744,away,10,-8.7,12.5
2744,away,11,-11.0,-9.3
2745,ball,0,-5.2,-29.5
2745,home,1,-41.5,0.3
2745,home,2,-26.7,-19.7
2745,home,3,-28.9,-5.0
2745,home,4,-31.2,10.0
2745,home,5,-32.4,21.9
2745,home,6,-11.9,-22.1
2745,home,7,-10.1,-10.0
2745,home,8,-7.7,4.8
2745,home,9,-5.8,19.9
2745,home,10,12.5,-8.0
2745,home,11,11.3,13.0
2745,away,1,45.2,3.0
2745,away,2,26.9,-19.7
2745,away,3,25.5,-7.8
2745,away,4,25.7,6.1
2745,away,5,27.4,19.0
2745,away,6,9.8,-22.4
2745,away,7,11.8,-7.4
2745,away,8,12.4,8.8
2745,away,9,11.4,23.0
2745,away,10,-8.8,12.5
2745,away,11,-11.1,-9.4
2746,ball,0,-5.3,-29.5
2746,home,1,-41.4,0.3
2746,home,2,-26.7,-19.7
2746,home,3,-28.9,-5.0
2746,home,4,-31.2,10.0
2746,home,5,-32.3,21.9
2746,home,6,-11.8,-22.2
2746,home,7,-9.9,-10.0
2746,home,8,-7.5,4.9
2746,home,9,-5.7,20.0
2746,home,10,12.6,-7.9
2746,home,11,11.3,13.0
2746,away,1,45.1,3.0
2746,away,2,26.8,-19.8
2746,away,3,25.4,-7.8
2746,away,4,25.7,6.1
2746,away,5,27.4,19.0
2746,away,6,9.8,-22.3
2746,away,7,11.8,-7.4
2746,away,8,12.3,8.8
2746,away,9,11.2,23.0
2746,away,10,-9.0,12.5
2746,away,11,-11.3,-9.4
2747,ball,0,-5.4,-29.6
2747,home,1,-41.4,0.4
2747,home,2,-26.7,-19.7
2747,home,3,-29.0,-5.0
2747,home,4,-31.2,9.9
2747,home,5,-32.3,21.8
2747,home,6,-11.7,-22.2
2747,home,7,-9.8,-10.0
2747,home,8,-7.4,4.9
2747,home,9,-5.6,20.0
2747,home,10,12.6,-7.9
2747,home,11,11.3,13.0
2747,away,1,44.9,3.0
2747,away,2,26.7,-19.8
2747,away,3,25.4,-7.9
2747,away,4,25.7,6.0
2747,away,5,27.4,19.0
2747,away,6,9.8,-22.3
2747,away,7,11.7,-7.3
2747,away,8,12.2,8.9
2747,away,9,11.1,23.0
2747,away,10,-9.1,12.4
2747,away,11,-11.4,-9.5
2748,ball,0,-5.5,-29.7
2748,home,1,-41.3,0.4
2748,home,2,-26.7,-19.6
2748,home,3,-29.0,-5.0
2748,home,4,-31.2,9.9
2748,home,5,-32.2,21.7
2748,home,6,-11.6,-22.3
2748,home,7,-9.6,-10.0
2748,home,8,-7.2,5.0
2748,home,9,-5.5,20.1
2748,home,10,12.7,-7.9
2748,home,11,11.3,13.0
2748,away,1,44.8,3.0
2748,away,2,26.5,-19.9
2748,away,3,25.3,-7.9
2748,away,4,25.6,6.0
2748,away,5,27.5,19.0
2748,away,6,9.9,-22.3
2748,away,7,11.7,-7.3
2748,away,8,12.2,8.9
2748,away,9,11.0,23.0
2748,away,10,-9.3,12.4
2748,away,11,-11.5,-9.6
2749,ball,0,-5.6,-29.7
2749,home,1,-41.3,0.5
2749,home,2,-26.7,-19.6
2749,home,3,-29.0,-5.0
2749,home,4,-31.2,9.8
2749,home,5,-32.1,21.7
2749,home,6,-11.5,-22.3
2749,home,7,-9.5,-10.0
2749,home,8,-7.1,5.0
2749,home,9,-5.4,20.1
2749,home,10,12.7,-7.8
2749,home,11,11.3,13.0
2749,away,1,44.7,3.0
2749,away,2,26.4,-19.9
2749,away,3,25.2,-8.0
2749,away,4,25.6,5.9
2749,away,5,27.5,19.0
2749,away,6,9.9,-22.2
2749,away,7,11.7,-7.2
2749,away,8,12.1,8.9
2749,away,9,10.9,23.0
2749,away,10,-9.4,12.3
2749,away,11,-11.7,-9.6
2750,ball,0,-5.7,-29.8
2750,home,1,-41.2,0.6
2750,home,2,-26.7,-19.5
2750,home,3,-29.0,-5.0
2750,home,4,-31.1,9.8
2750,home,5,-32.1,21.6
2750,home,6,-11.4,-22.3
2750,home,7,-9.3,-10.0
2750,home,8,-7.0,5.1
2750,home,9,-5.3,20.2
2750,home,10,12.8,-7.8
2750,home,11,11.3,13.0
2750,away,1,44.5,3.0
2750,away,2,26.3,-19.9
2750,away,3,25.1,-8.0
2750,away,4,25.6,5.9
2750,away,5,27.5,19.0
2750,away,6,9.9,-22.2
2750,away,7,11.7,-7.1
2750,away,8,12.0,9.0
2750,away,9,10.7,23.0
2750,away,10,-9.6,12.3
2750,away,11,-11.8,-9.7
2751,ball,0,-5.8,-29.9
2751,home,1,-41.2,0.6
2751,home,2,-26.7,-19.5
2751,home,3,-29.0,-5.0
2751,home,4,-31.1,9.8
2751,home,5,-32.0,21.6
2751,home,6,-11.2,-22.4
2751,home,7,-9.2,-10.0
2751,home,8,-6.8,5.1
2751,home,9,-5.2,20.3
2751,home,10,12.8,-7.7
2751,home,11,11.3,13.0
2751,away,1,44.4,3.0
2751,away,2,26.1,-20.0
2751,away,3,25.0,-8.1
2751,away,4,25.6,5.8
2751,away,5,27.5,19.0
2751,away,6,9.9,-22.1
2751,away,7,11.6,-7.1
2751,away,8,11.9,9.0
2751,away,9,10.6,23.0
2751,away,10,-9.7,12.3
2751,away,11,-11.9,-9.7
2752,ball,0,-5.9,-29.9
2752,home,1,-41.1,0.7
2752,home,2,-26.7,-19.5
2752,home,3,-29.0,-5.1
2752,home,4,-31.1,9.7
2752,home,5,-31.9,21.5
2752,home,6,-11.1,-22.4
2752,home,7,-9.1,-10.0
2752,home,8,-6.7,5.1
2752,home,9,-5.2,20.3
2752,home,10,12.8,-7.7
2752,home,11,11.3,13.0
2752,away,1,44.2,3.0
2752,away,2,26.0,-20.0
2752,away,3,25.0,-8.2
2752,away,4,25.6,5.8
2752,away,5,27.5,19.0
2752,away,6,9.9,-22.1
2752,away,7,11.6,-7.0
2752,away,8,11.8,9.1
2752,away,9,10.5,23.0
2752,away,10,-9.8,12.2
2752,away,11,-12.0,-9.8
2753,ball,0,-6.0,-29.9
2753,home,1,-41.1,0.7
2753,home,2,-26.7,-19.4
2753,home,3,-29.1,-5.1
2753,home,4,-31.1,9.7
2753,home,5,-31.9,21.4
2753,home,6,-11.0,-22.5
2753,home,7,-8.9,-10.0
2753,home,8,-6.6,5.2
2753,home,9,-5.1,20.4
2753,home,10,12.9,-7.7
2753,home,11,11.3,13.0
2753,away,1,44.1,3.0
2753,away,2,25.9,-20.1
2753,away,3,24.9,-8.2
2753,away,4,25.5,5.8
2753,away,5,27.5,19.0
2753,away,6,9.9,-22.1
2753,away,7,11.6,-7.0
2753,away,8,11.7,9.1
2753,away,9,10.3,23.0
2753,away,10,-10.0,12.2
2753,away,11,-12.1,-9.9
2754,ball,0,-6.1,-30.0
2754,home,1,-41.1,0.8
2754,home,2,-26.7,-19.4
2754,home,3,-29.1,-5.1
2754,home,4,-31.1,9.6
2754,home,5,-31.8,21.4
2754,home,6,-10.9,-22.5
2754,home,7,-8.8,-10.0
2754,home,8,-6.4,5.2
2754,home,9,-5.0,20.4
2754,home,10,12.9,-7.6
2754,home,11,11.3,13.0
2754,away,1,43.9,3.0
2754,away,2,25.8,-20.1
2754,away,3,24.8,-8.3
2754,away,4,25.5,5.7
2754,away,5,27.5,19.0
2754,away,6,9.9,-22.0
2754,away,7,11.5,-6.9
2754,away,8,11.7,9.2
2754,away,9,10.2,23.0
2754,away,10,-10.1,12.1
2754,away,11,-12.3,-9.9
2755,ball,0,-6.2,-30.0
2755,home,1,-41.0,0.8
2755,home,2,-26.7,-19.4
2755,home,3,-29.1,-5.1
2755,home,4,-31.1,9.6
2755,home,5,-31.7,21.3
2755,home,6,-10.8,-22.5
2755,home,7,-8.6,-9.9
2755,home,8,-6.3,5.3
2755,home,9,-4.9,20.5
2755,home,10,12.9,-7.6
2755,home,11,11.3,13.0
2755,away,1,43.8,3.0
2755,away,2,25.7,-20.2
2755,away,3,24.8,-8.3
2755,away,4,25.5,5.7
2755,away,5,27.5,19.0
2755,away,6,9.9,-22.0
2755,away,7,11.5,-6.8
2755,away,8,11.6,9.2
2755,away,9,10.1,23.0
2755,away,10,-10.3,12.1
2755,away,11,-12.4,-10.0
2756,ball,0,-6.3,-30.0
2756,home,1,-41.0,0.9
2756,home,2,-26.7,-19.4
2756,home,3,-29.1,-5.1
2756,home,4,-31.1,9.5
2756,home,5,-31.7,21.3
2756,home,6,-10.7,-22.5
2756,home,7,-8.5,-9.9
2756,home,8,-6.2,5.3
2756,home,9,-4.8,20.5
2756,home,10,13.0,-7.6
2756,home,11,11.2,13.0
2756,away,1,43.6,3.0
2756,away,2,25.5,-20.2
2756,away,3,24.7,-8.4
2756,away,4,25.5,5.6
2756,away,5,27.6,19.0
2756,away,6,9.9,-21.9
2756,away,7,11.5,-6.8
2756,away,8,11.5,9.2
2756,away,9,9.9,23.0
2756,away,10,-10.4,12.1
2756,away,11,-12.5,-10.0
2757,ball,0,-6.4,-30.0
2757,home,1,-41.0,1.0
2757,home,2,-26.7,-19.3
2757,home,3,-29.1,-5.1
2757,home,4,-31.0,9.5
2757,home,5,-31.6,21.2
2757,home,6,-10.5,-22.6
2757,home,7,-8.3,-9.9
2757,home,8,-6.0,5.4
2757,home,9,-4.7,20.6
2757,home,10,13.0,-7.5
2757,home,11,11.2,13.0
2757,away,1,43.5,2.9
2757,away,2,25.4,-20.3
2757,away,3,24.6,-8.5
2757,away,4,25.5,5.6
2757,away,5,27.6,19.0
2757,away,6,9.9,-21.9
2757,away,7,11.4,-6.7
2757,away,8,11.4,9.3
2757,away,9,9.8,23.0
2757,away,10,-10.6,12.0
2757,away,11,-12.6,-10.1
2758,ball,0,-6.5,-30.0
2758,home,1,-41.0,1.0
2758,home,2,-26.7,-19.3
2758,home,3,-29.1,-5.1
2758,home,4,-31.0,9.4
2758,home,5,-31.5,21.2
2758,home,6,-10.4,-22.6
2758,home,7,-8.2,-9.9
2758,home,8,-5.9,5.4
2758,home,9,-4.6,20.7
2758,home,10,13.0,-7.5
2758,home,11,11.2,12.9
2758,away,1,43.3,2.9
2758,away,2,25.3,-20.3
2758,away,3,24.6,-8.5
2758,away,4,25.5,5.6
2758,away,5,27.6,19.0
2758,away,6,9.9,-21.8
2758,away,7,11.4,-6.7
2758,away,8,11.3,9.3
2758,away,9,9.7,23.0
2758,away,10,-10.7,12.0
2758,away,11,-12.7,-10.2
2759,ball,0,-6.5,-30.0
2759,home,1,-40.9,1.1
2759,home,2,-26.7,-19.3
2759,home,3,-29.1,-5.2
2759,home,4,-31.0,9.3
2759,home,5,-31.5,21.1
2759,home,6,-10.3,-22.6
2759,home,7,-8.0,-9.9
2759,home,8,-5.8,5.5
2759,home,9,-4.6,20.7
2759,home,10,13.0,-7.5
2759,home,11,11.2,12.9
2759,away,1,43.2,2.9
2759,away,2,25.2,-20.4
2759,away,3,24.5,-8.6
2759,away,4,25.5,5.5
2759,away,5,27.6,19.0
2759,away,6,9.9,-21.8
2759,away,7,11.4,-6.6
2759,away,8,11.2,9.4
2759,away,9,9.5,23.0
2759,away,10,-10.9,11.9
2759,away,11,-12.8,-10.2
2760,ball,0,-6.6,-30.0
2760,home,1,-40.9,1.1
2760,home,2,-26.7,-19.3
2760,home,3,-29.1,-5.2
2760,home,4,-31.0,9.3
2760,home,5,-31.4,21.0
2760,home,6,-10.2,-22.7
2760,home,7,-7.9,-9.9
2760,home,8,-5.6,5.5
2760,home,9,-4.5,20.8
2760,home,10,13.1,-7.4
2760,home,11,11.2,12.9
2760,away,1,43.1,2.9
2760,away,2,25.1,-20.4
2760,away,3,24.4,-8.6
2760,away,4,25.5,5.5
2760,away,5,27.6,19.1
2760,away,6,9.9,-21.7
2760,away,7,11.3,-6.5
2760,away,8,11.1,9.4
2760,away,9,9.4,23.0
2760,away,10,-11.0,11.9
2760,away,11,-13.0,-10.3
2761,ball,0,-6.7,-30.0
2761,home,1,-40.9,1.2
2761,home,2,-26.8,-19.2
2761,home,3,-29.2,-5.2
2761,home,4,-31.0,9.2
2761,home,5,-31.3,21.0
2761,home,6,-10.0,-22.7
2761,home,7,-7.7,-9.9
2761,home,8,-5.5,5.6
2761,home,9,-4.4,20.8
2761,home,10,13.1,-7.4
2761,home,11,11.2,12.9
2761,away,1,42.9,2.9
2761,away,2,25.0,-20.5
2761,away,3,24.4,-8.7
2761,away,4,25.4,5.5
2761,away,5,27.6,19.1
2761,away,6,9.9,-21.7
2761,away,7,11.3,-6.5
2761,away,8,11.0,9.4
2761,away,9,9.2,23.0
2761,away,10,-11.1,11.8
2761,away,11,-13.1,-10.3
2762,ball,0,-6.8,-29.9
2762,home,1,-40.9,1.2
2762,home,2,-26.8,-19.2
2762,home,3,-29.2,-5.2
2762,home,4,-30.9,9.2
2762,home,5,-31.2,20.9
2762,home,6,-9.9,-22.7
2762,home,7,-7.6,-9.8
2762,home,8,-5.4,5.6
2762,home,9,-4.3,20.9
2762,home,10,13.1,-7.4
2762,home,11,11.2,12.9
2762,away,1,42.8,2.9
2762,away,2,24.9,-20.5
2762,away,3,24.3,-8.8
2762,away,4,25.4,5.4
2762,away,5,27.7,19.1
2762,away,6,10.0,-21.6
2762,away,7,11.2,-6.4
2762,away,8,10.9,9.5
2762,away,9,9.1,23.0
2762,away,10,-11.3,11.8
2762,away,11,-13.2,-10.4
2763,ball,0,-6.9,-29.9
2763,home,1,-40.8,1.3
2763,home,2,-26.8,-19.2
2763,home,3,-29.2,-5.3
